word1	word2	score
hockey	ice	42.000000
cold	frozen	42.000000
oak	wood	42.000000
photographer	photography	42.000000
man	women	42.000000
hair	redhead	42.000000
harbor	port	42.000000
pug	puppy	42.000000
sunrise	sunset	42.000000
leather	shoes	42.000000
beach	shore	42.000000
color	red	42.000000
painted	painting	42.000000
storm	wind	42.000000
color	violet	42.000000
rain	wet	42.000000
diner	eat	42.000000
bed	bedroom	42.000000
guitar	musicians	42.000000
petals	rose	42.000000
rail	subway	42.000000
holiday	vacation	42.000000
bed	sleep	42.000000
cigarette	smoking	42.000000
airplane	plane	42.000000
daffodils	plant	42.000000
diner	kitchen	42.000000
coins	silver	42.000000
cake	chocolate	42.000000
evening	night	42.000000
race	racing	42.000000
flight	flying	42.000000
face	lips	42.000000
berry	raspberry	42.000000
lamp	light	42.000000
birds	nest	42.000000
mother	pregnant	42.000000
animals	pets	42.000000
butterfly	insects	42.000000
sky	sunrise	42.000000
canine	husky	42.000000
food	meat	42.000000
cloud	sky	42.000000
crow	feathers	42.000000
blossom	flowers	42.000000
splash	swim	42.000000
band	musicians	42.000000
cactus	plant	42.000000
eagle	hawk	42.000000
harbour	sea	42.000000
flowers	foliage	42.000000
red	violet	42.000000
music	sing	42.000000
breakfast	morning	42.000000
cafe	restaurant	42.000000
beach	coast	42.000000
puddle	splash	42.000000
birds	pelican	42.000000
clothes	socks	42.000000
amphibians	lizard	41.000000
daughter	son	41.000000
car	motor	41.000000
amphibians	reptiles	41.000000
day	morning	41.000000
aircraft	flying	41.000000
airplane	airport	41.000000
metro	train	41.000000
band	music	41.000000
shadow	sunlight	41.000000
night	sleep	41.000000
salad	soup	41.000000
porch	roof	41.000000
eyes	tears	41.000000
colour	rainbow	41.000000
berry	fruit	41.000000
red	yellow	41.000000
socks	stockings	41.000000
flamingo	hummingbird	41.000000
tree	twigs	41.000000
kiss	lips	41.000000
burger	sandwich	41.000000
pregnant	women	41.000000
rain	weather	41.000000
dinner	eat	41.000000
feathers	hawk	41.000000
animals	zoo	41.000000
duck	mallard	41.000000
mountain	valley	41.000000
beach	harbour	41.000000
musicians	rock	41.000000
band	guitar	41.000000
car	garage	41.000000
feet	leg	41.000000
sky	sunlight	41.000000
mist	rain	41.000000
mother	son	41.000000
airplane	wing	41.000000
colour	red	41.000000
music	musicians	41.000000
bay	beach	41.000000
blonde	redhead	41.000000
petals	plant	41.000000
kitchen	room	41.000000
lingerie	sexy	41.000000
automobile	parking	41.000000
bar	restaurant	41.000000
bedroom	room	41.000000
bus	taxi	41.000000
fun	happy	41.000000
station	train	41.000000
pelican	stork	41.000000
black	grey	41.000000
orange	yellow	41.000000
foliage	petals	41.000000
park	parking	41.000000
lips	tongue	41.000000
fog	misty	41.000000
canine	poodle	41.000000
bath	washing	41.000000
foliage	tree	41.000000
panorama	view	41.000000
bloom	daisy	41.000000
escalator	stairs	41.000000
petals	tulip	41.000000
fishing	sea	41.000000
beef	cattle	41.000000
noodles	rice	41.000000
birds	parrot	41.000000
fruit	orange	41.000000
mural	painting	41.000000
airport	flight	41.000000
shopping	store	41.000000
summer	sunny	41.000000
road	sidewalk	41.000000
airplane	flying	41.000000
guitar	music	40.000000
cat	whiskers	40.000000
family	friends	40.000000
bloom	petals	40.000000
musicians	piano	40.000000
dirty	washing	40.000000
elephant	giraffe	40.000000
puppy	terrier	40.000000
breakfast	kitchen	40.000000
subway	underground	40.000000
sand	shore	40.000000
butterfly	dragonfly	40.000000
cheetah	lion	40.000000
color	yellow	40.000000
door	locked	40.000000
bright	sunlight	40.000000
van	vehicle	40.000000
orange	red	40.000000
beetles	insects	40.000000
kids	mom	40.000000
daughter	mother	40.000000
children	school	40.000000
giraffe	zebra	40.000000
harbor	harbour	40.000000
lamb	sheep	40.000000
heart	love	40.000000
lily	rose	40.000000
asphalt	road	40.000000
morning	sunny	40.000000
coast	shore	40.000000
sunny	sunset	40.000000
nest	twigs	40.000000
happy	smile	40.000000
figure	skating	40.000000
rail	train	40.000000
door	wall	40.000000
dawn	sun	40.000000
feathers	stork	40.000000
morning	sunshine	40.000000
building	construction	40.000000
cafe	coffee	40.000000
bloom	buds	40.000000
jacket	leather	40.000000
map	travel	40.000000
plant	seed	40.000000
city	metro	40.000000
pebbles	sand	40.000000
cafe	lunch	40.000000
coast	harbour	40.000000
dog	pug	40.000000
sky	sun	40.000000
mallard	swan	40.000000
cloud	rain	40.000000
sky	sunshine	40.000000
frost	weather	40.000000
cherry	raspberry	40.000000
downtown	street	40.000000
bloom	dandelion	40.000000
dragonfly	insects	40.000000
bottle	wine	40.000000
feel	happy	40.000000
railway	station	40.000000
beach	swimming	40.000000
cafe	diner	40.000000
cafe	pub	40.000000
building	tall	40.000000
burger	meat	40.000000
gold	silver	40.000000
summer	weather	40.000000
military	soldiers	40.000000
cemetery	grave	40.000000
pizza	restaurant	39.000000
bright	colour	39.000000
canine	paws	39.000000
swim	underwater	39.000000
sea	swim	39.000000
pub	restaurant	39.000000
day	time	39.000000
canine	terrier	39.000000
bottle	glass	39.000000
bed	relaxed	39.000000
seed	sunflower	39.000000
birds	owl	39.000000
art	sculpture	39.000000
light	shade	39.000000
apartment	staircase	39.000000
outfit	socks	39.000000
carrots	potatoes	39.000000
lizard	snake	39.000000
city	sidewalk	39.000000
guitar	rock	39.000000
brick	building	39.000000
eat	soup	39.000000
dew	misty	39.000000
blue	colour	39.000000
dawn	morning	39.000000
cooking	restaurant	39.000000
bay	sea	39.000000
cafe	shop	39.000000
floor	roof	39.000000
clothes	hat	39.000000
marble	stone	39.000000
duck	goose	39.000000
collection	museum	39.000000
happy	love	39.000000
bakery	shop	39.000000
mist	wet	39.000000
blossom	petals	39.000000
bright	light	39.000000
rice	sushi	39.000000
cooking	meat	39.000000
day	night	39.000000
kiss	love	39.000000
stream	waterfall	39.000000
interior	room	39.000000
surf	surfers	39.000000
poodle	terrier	39.000000
cold	frost	39.000000
city	town	39.000000
ocean	underwater	39.000000
harbor	sailing	39.000000
scenery	sunset	39.000000
green	violet	39.000000
harbor	ship	39.000000
summer	sunshine	39.000000
blue	grey	39.000000
art	graphic	39.000000
lake	shore	39.000000
rust	rusty	39.000000
architecture	design	39.000000
goose	swan	39.000000
architecture	construction	39.000000
hawk	nest	39.000000
carrots	salad	39.000000
fruit	tomato	39.000000
purple	violet	39.000000
misty	rain	39.000000
clothes	jean	39.000000
bloom	daffodils	39.000000
brick	construction	39.000000
diner	restaurant	39.000000
ceiling	roof	39.000000
painted	portrait	39.000000
ripples	wave	39.000000
beard	face	39.000000
apple	raspberry	39.000000
fashion	outfit	39.000000
downtown	skyscraper	39.000000
buds	daffodils	39.000000
harbor	shore	39.000000
blonde	hair	39.000000
kittens	paws	39.000000
bay	shore	39.000000
shop	store	39.000000
gravestone	memorial	38.000000
canine	pug	38.000000
crow	hawk	38.000000
dress	outfit	38.000000
city	urban	38.000000
bedroom	door	38.000000
bus	tram	38.000000
spring	summer	38.000000
scenery	waterfall	38.000000
road	traffic	38.000000
hill	valley	38.000000
ceiling	floor	38.000000
splash	water	38.000000
grass	weed	38.000000
sunny	weather	38.000000
parrot	wing	38.000000
daisy	violet	38.000000
copper	silver	38.000000
baseball	hockey	38.000000
pets	poodle	38.000000
blossom	foliage	38.000000
pink	purple	38.000000
grey	shade	38.000000
panorama	scenery	38.000000
downtown	metro	38.000000
beard	hair	38.000000
dandelion	petals	38.000000
blue	violet	38.000000
daisy	flowers	38.000000
noodles	soup	38.000000
pets	puppy	38.000000
buds	petals	38.000000
ancient	ruins	38.000000
eyes	iris	38.000000
puddle	water	38.000000
harbor	sea	38.000000
painting	sculpture	38.000000
sand	sea	38.000000
feline	kittens	38.000000
birds	swan	38.000000
baseball	game	38.000000
colour	purple	38.000000
pool	splash	38.000000
cattle	sheep	38.000000
landscape	scenery	38.000000
coins	gold	38.000000
boat	shore	38.000000
skyscraper	tall	38.000000
apple	cherry	38.000000
beef	chicken	38.000000
hot	sunny	38.000000
dessert	fruit	38.000000
photographer	portrait	38.000000
chicken	meat	38.000000
ceiling	interior	38.000000
bathroom	bedroom	38.000000
hummingbird	stork	38.000000
motor	vehicle	38.000000
colour	grey	38.000000
blue	orange	38.000000
dawn	dusk	38.000000
building	downtown	38.000000
face	tears	38.000000
boat	harbour	38.000000
cattle	farm	38.000000
dripping	wet	38.000000
brown	green	38.000000
bedroom	ceiling	38.000000
bread	eat	38.000000
dinner	evening	38.000000
face	smile	38.000000
bride	dress	38.000000
stone	wall	38.000000
mural	painted	38.000000
foliage	plant	38.000000
day	dusk	38.000000
roof	wall	38.000000
cooking	food	38.000000
photography	portrait	38.000000
buds	foliage	38.000000
lily	pond	37.000000
harbour	shore	37.000000
palm	tree	37.000000
bus	subway	37.000000
holiday	travel	37.000000
skyline	view	37.000000
bedroom	cottage	37.000000
dinner	lunch	37.000000
grave	memorial	37.000000
dessert	sweet	37.000000
birds	insects	37.000000
concert	rock	37.000000
mushrooms	tomato	37.000000
metro	railway	37.000000
giraffe	zoo	37.000000
railway	subway	37.000000
misty	weather	37.000000
parrot	pelican	37.000000
bedroom	sleep	37.000000
autumn	summer	37.000000
automobile	truck	37.000000
amphibians	mammals	37.000000
cemetery	memorial	37.000000
orange	purple	37.000000
blue	color	37.000000
daffodils	rose	37.000000
berry	seed	37.000000
hummingbird	mallard	37.000000
dandelion	grass	37.000000
brick	concrete	37.000000
costumes	dress	37.000000
cloud	mist	37.000000
sea	tropical	37.000000
brown	grey	37.000000
bathroom	room	37.000000
daisy	plant	37.000000
painted	picture	37.000000
eyes	lips	37.000000
autumn	winter	37.000000
dripping	rain	37.000000
horizon	sky	37.000000
black	blue	37.000000
metro	station	37.000000
alley	street	37.000000
children	family	37.000000
mountain	scenery	37.000000
concrete	construction	37.000000
mill	windmill	37.000000
summer	winter	37.000000
plant	twigs	37.000000
breakfast	lunch	37.000000
concrete	floor	37.000000
rain	sky	37.000000
food	frozen	37.000000
moss	plant	37.000000
flowers	spring	37.000000
birds	mallard	37.000000
graphic	illustrations	37.000000
eat	fruit	37.000000
ceiling	porch	37.000000
river	valley	37.000000
fog	mist	37.000000
dude	guy	37.000000
moon	sky	37.000000
bar	sushi	37.000000
beauty	scenery	37.000000
feathers	mallard	37.000000
furniture	patio	37.000000
light	shadow	37.000000
bay	harbour	37.000000
washing	water	37.000000
flight	owl	37.000000
paws	whiskers	37.000000
costumes	wig	37.000000
animals	giraffe	37.000000
autumn	foliage	37.000000
animals	cattle	37.000000
building	skyscraper	37.000000
ice	skating	37.000000
meat	potatoes	37.000000
buds	twigs	37.000000
knitting	stitches	37.000000
hot	sunshine	37.000000
bed	room	37.000000
music	rock	37.000000
cooking	rice	37.000000
berry	cherry	37.000000
piano	played	37.000000
flowers	lily	37.000000
cherry	strawberry	37.000000
clothes	skirt	37.000000
art	painting	37.000000
birds	gull	37.000000
spiral	staircase	37.000000
paws	pets	37.000000
feathers	nest	37.000000
feathers	owl	37.000000
blossom	cherry	37.000000
goats	sheep	37.000000
green	pink	37.000000
foliage	garden	37.000000
dog	husky	37.000000
feathers	hummingbird	37.000000
sunshine	weather	37.000000
snow	weather	37.000000
surfers	wave	37.000000
breakfast	dinner	37.000000
shoes	toes	37.000000
band	played	37.000000
coffee	mug	37.000000
brick	wall	37.000000
fishing	sailing	37.000000
grey	white	37.000000
orange	strawberry	37.000000
color	purple	37.000000
blossom	daisy	37.000000
hawk	owl	37.000000
exhibition	photography	37.000000
morning	night	37.000000
band	concert	37.000000
dress	shirt	37.000000
river	waterfall	37.000000
ceramic	tiles	36.000000
cloud	droplets	36.000000
exhibition	sculpture	36.000000
oak	twigs	36.000000
movie	television	36.000000
butterfly	hummingbird	36.000000
daisy	grass	36.000000
floor	marble	36.000000
canyon	river	36.000000
decoration	interior	36.000000
flamingo	stork	36.000000
born	mother	36.000000
moon	sun	36.000000
musicians	sing	36.000000
green	red	36.000000
purple	white	36.000000
canine	pets	36.000000
morning	sleep	36.000000
weather	winter	36.000000
sky	sunny	36.000000
jacket	socks	36.000000
blue	red	36.000000
green	grey	36.000000
lily	petals	36.000000
blue	purple	36.000000
goose	mallard	36.000000
hotel	restaurant	36.000000
downtown	urban	36.000000
jean	skirt	36.000000
guy	people	36.000000
birthday	happy	36.000000
chicken	soup	36.000000
flying	wing	36.000000
door	room	36.000000
skyline	skyscraper	36.000000
cheetah	giraffe	36.000000
feline	pets	36.000000
car	parking	36.000000
gull	mallard	36.000000
spring	winter	36.000000
daffodils	spring	36.000000
building	skyline	36.000000
salad	tomato	36.000000
book	written	36.000000
bucket	water	36.000000
lady	sexy	36.000000
ceiling	room	36.000000
puddle	rain	36.000000
costumes	outfit	36.000000
hill	scenery	36.000000
bacon	chicken	36.000000
dawn	night	36.000000
cocktail	restaurant	36.000000
daffodils	petals	36.000000
canyon	valley	36.000000
brick	house	36.000000
band	rock	36.000000
book	illustrations	36.000000
desk	sitting	36.000000
bright	sky	36.000000
autumn	sunny	36.000000
colour	yellow	36.000000
cold	weather	36.000000
blue	green	36.000000
glittering	sunlight	36.000000
dripping	water	36.000000
day	misty	36.000000
food	noodles	36.000000
goats	milk	36.000000
pink	yellow	36.000000
floor	interior	36.000000
black	purple	36.000000
door	window	36.000000
city	skyline	36.000000
born	living	35.000000
art	work	35.000000
pink	violet	35.000000
bath	room	35.000000
dew	rain	35.000000
boys	girls	35.000000
canyon	mountain	35.000000
white	yellow	35.000000
colour	shade	35.000000
banana	cherry	35.000000
mammals	rodents	35.000000
explosion	fire	35.000000
shore	swim	35.000000
cloud	misty	35.000000
sitting	stand	35.000000
glittering	gold	35.000000
black	white	35.000000
light	neon	35.000000
machine	washing	35.000000
coffee	dinner	35.000000
feathers	flamingo	35.000000
downtown	sidewalk	35.000000
cooking	eat	35.000000
feline	paws	35.000000
crow	gull	35.000000
festival	music	35.000000
dirt	road	35.000000
gull	pelican	35.000000
carrots	tomato	35.000000
blossom	tree	35.000000
restaurant	shop	35.000000
cherry	grapes	35.000000
automobile	racing	35.000000
jazz	piano	35.000000
hawk	pelican	35.000000
baseball	played	35.000000
bloom	plant	35.000000
ceiling	wall	35.000000
beef	potatoes	35.000000
breakfast	restaurant	35.000000
black	colour	35.000000
bright	glittering	35.000000
hummingbird	nest	35.000000
feline	whiskers	35.000000
beach	holiday	35.000000
sailing	shore	35.000000
design	graphic	35.000000
music	track	35.000000
air	cold	35.000000
dessert	eat	35.000000
chocolate	strawberry	35.000000
dinner	night	35.000000
dusk	sunrise	35.000000
boat	sunk	35.000000
beef	cooking	35.000000
jacket	jean	35.000000
computer	lab	35.000000
downtown	skyline	35.000000
fun	game	35.000000
ivy	tree	35.000000
nest	wasp	35.000000
garden	pumpkin	35.000000
curled	haircut	35.000000
eat	meat	35.000000
outfit	skirt	35.000000
bacon	beef	35.000000
skyscraper	tower	35.000000
splash	washing	35.000000
daffodils	foliage	34.000000
garden	patio	34.000000
metro	subway	34.000000
beach	scenery	34.000000
photographer	wedding	34.000000
floor	room	34.000000
purple	yellow	34.000000
guitar	sing	34.000000
petals	yellow	34.000000
beads	necklace	34.000000
black	brown	34.000000
dessert	strawberry	34.000000
beef	lamb	34.000000
bread	potatoes	34.000000
fishing	harbour	34.000000
pug	terrier	34.000000
evening	time	34.000000
office	table	34.000000
cat	licking	34.000000
building	interior	34.000000
crochet	stitches	34.000000
spring	sunshine	34.000000
concert	jazz	34.000000
cooking	soup	34.000000
shade	sun	34.000000
tall	tower	34.000000
pepper	salad	34.000000
strawberry	tomato	34.000000
fruit	peel	34.000000
scenery	skyline	34.000000
green	yellow	34.000000
brown	orange	34.000000
colour	orange	34.000000
harbour	ship	34.000000
violet	yellow	34.000000
sports	swimming	34.000000
friends	happy	34.000000
blue	pink	34.000000
blossom	orange	34.000000
rail	station	34.000000
potatoes	salad	34.000000
interior	wall	34.000000
hawk	hummingbird	34.000000
cliff	coast	34.000000
feathers	wing	34.000000
brown	yellow	34.000000
raspberry	sweet	34.000000
concert	sing	34.000000
art	craft	34.000000
bloom	foliage	34.000000
chicken	rice	34.000000
cherry	orange	34.000000
blossom	fruit	34.000000
animals	wild	34.000000
line	railway	34.000000
roof	tiles	34.000000
concert	piano	34.000000
potatoes	rice	34.000000
cloud	sunshine	34.000000
marble	statue	34.000000
frozen	meat	34.000000
band	punk	34.000000
insects	reptiles	34.000000
building	staircase	34.000000
bed	breakfast	34.000000
bloom	lily	34.000000
blonde	girls	34.000000
jean	outfit	34.000000
bread	cooking	34.000000
flowers	violet	34.000000
peel	skin	34.000000
dessert	diner	34.000000
art	exhibition	34.000000
jacket	shirt	34.000000
brown	purple	34.000000
floor	patio	34.000000
downtown	highway	34.000000
purple	red	34.000000
dragonfly	frog	33.000000
mammals	monkeys	33.000000
mist	morning	33.000000
feathers	gull	33.000000
gull	stork	33.000000
dusk	morning	33.000000
guitar	played	33.000000
bloom	violet	33.000000
mallard	stork	33.000000
band	piano	33.000000
glittering	sky	33.000000
orange	pink	33.000000
potatoes	soup	33.000000
grey	violet	33.000000
construction	demolition	33.000000
scenery	valley	33.000000
morning	sky	33.000000
beach	cliff	33.000000
storm	tropical	33.000000
black	pink	33.000000
hat	jacket	33.000000
dragonfly	hummingbird	33.000000
pink	white	33.000000
blue	yellow	33.000000
cold	hot	33.000000
flowers	pink	33.000000
bright	star	33.000000
restaurant	sushi	33.000000
guitar	keyboard	33.000000
diner	sushi	33.000000
furniture	room	33.000000
desert	scenery	33.000000
cafe	dinner	33.000000
bakery	cafe	33.000000
flamingo	pelican	33.000000
salad	sandwich	33.000000
bright	dark	33.000000
building	floor	33.000000
bacon	eat	33.000000
apartment	floor	33.000000
railway	underground	33.000000
lips	smile	33.000000
fungi	plant	33.000000
breakfast	diner	33.000000
feathers	pelican	33.000000
bath	hot	33.000000
arch	roof	33.000000
game	match	33.000000
metro	rail	33.000000
decoration	wood	33.000000
building	demolition	33.000000
art	collage	33.000000
ship	sunk	33.000000
grey	purple	33.000000
garden	lawn	33.000000
orange	violet	33.000000
ivy	oak	33.000000
dog	licking	33.000000
dawn	sunny	33.000000
fun	kids	33.000000
lunch	restaurant	33.000000
metro	underground	33.000000
eat	strawberry	33.000000
foliage	rose	33.000000
evening	sleep	33.000000
construction	interior	33.000000
weather	wet	33.000000
fruit	nuts	33.000000
car	park	33.000000
ink	pencil	32.000000
frost	wet	32.000000
mural	work	32.000000
berry	blossom	32.000000
decoration	lighting	32.000000
man	muscle	32.000000
dripping	puddle	32.000000
porch	stairs	32.000000
brown	red	32.000000
iron	rusty	32.000000
apartment	bedroom	32.000000
foliage	lily	32.000000
face	happy	32.000000
airport	traffic	32.000000
rain	wind	32.000000
handwriting	sketch	32.000000
city	living	32.000000
rain	sunny	32.000000
blonde	haircut	32.000000
abandoned	ruins	32.000000
black	yellow	32.000000
bacon	cooking	32.000000
dragonfly	pond	32.000000
ceiling	staircase	32.000000
morning	time	32.000000
potatoes	sweet	32.000000
day	sunny	32.000000
hotel	house	32.000000
guy	haircut	32.000000
mud	sand	32.000000
staircase	wall	32.000000
brown	white	32.000000
dinner	sitting	32.000000
evening	morning	32.000000
bench	sitting	32.000000
hummingbird	pelican	32.000000
bike	chopper	32.000000
foliage	tulip	32.000000
bar	cafe	32.000000
autumn	sunshine	32.000000
potatoes	tomato	32.000000
scenery	trail	32.000000
jacket	skirt	32.000000
construction	skyscraper	32.000000
chicken	lamb	32.000000
grey	orange	32.000000
bikini	lake	32.000000
carrots	soup	32.000000
bar	diner	32.000000
dessert	frozen	32.000000
cooking	diner	32.000000
violet	white	32.000000
apple	dessert	32.000000
cooking	noodles	32.000000
born	son	32.000000
insects	lizard	32.000000
foliage	twigs	32.000000
outdoor	pool	32.000000
morning	sunset	32.000000
escalator	subway	32.000000
bacon	soup	32.000000
berry	sweet	32.000000
grey	pink	32.000000
rain	sunshine	32.000000
game	played	32.000000
cocktail	dinner	32.000000
building	concrete	32.000000
street	town	32.000000
friends	love	32.000000
festival	musicians	32.000000
berry	twigs	32.000000
ball	dropped	31.000000
black	violet	31.000000
hawk	wild	31.000000
cooking	salad	31.000000
floor	staircase	31.000000
lawn	patio	31.000000
guy	sports	31.000000
blossom	purple	31.000000
cold	rain	31.000000
reptiles	wild	31.000000
glittering	sunshine	31.000000
room	staircase	31.000000
mammals	wild	31.000000
interior	painted	31.000000
forest	frog	31.000000
ceiling	window	31.000000
coast	sailing	31.000000
relaxed	sitting	31.000000
fungi	moss	31.000000
interior	staircase	31.000000
bride	photographer	31.000000
dirt	racing	31.000000
frozen	raspberry	31.000000
boys	school	31.000000
brown	violet	31.000000
played	stadium	31.000000
chapel	graveyard	31.000000
dew	frost	31.000000
dark	grey	31.000000
desert	mountain	31.000000
berry	purple	31.000000
collage	illustrations	31.000000
cold	wet	31.000000
burger	cooking	31.000000
day	evening	31.000000
jean	shirt	31.000000
blue	white	31.000000
giraffe	lion	31.000000
dandelion	foliage	31.000000
birds	reptiles	31.000000
bathroom	floor	31.000000
love	smile	31.000000
small	village	31.000000
hat	jean	31.000000
bright	orange	31.000000
buds	fruit	31.000000
fell	tears	31.000000
food	fruit	31.000000
red	white	31.000000
collage	exhibition	31.000000
orange	raspberry	31.000000
hat	outfit	31.000000
hockey	played	31.000000
berry	eat	31.000000
bag	pillow	31.000000
bread	salad	31.000000
bathroom	ceiling	31.000000
bacon	burger	31.000000
ceramic	floor	31.000000
fun	relaxed	31.000000
dawn	misty	31.000000
hot	weather	31.000000
pepper	potatoes	31.000000
pink	red	31.000000
interior	roof	31.000000
cute	kids	31.000000
vine	wine	31.000000
skyline	tower	31.000000
pets	terrier	31.000000
girls	sexy	31.000000
downtown	subway	31.000000
jump	leg	31.000000
dessert	salad	31.000000
shirt	socks	31.000000
exhibition	painting	31.000000
boardwalk	trail	31.000000
apple	blossom	31.000000
hawk	mallard	31.000000
hand	stand	31.000000
flowers	yellow	31.000000
floor	porch	31.000000
dripping	washing	31.000000
foliage	ivy	31.000000
cliff	waterfall	30.000000
foliage	fruit	30.000000
orange	white	30.000000
station	underground	30.000000
foliage	yellow	30.000000
dude	friends	30.000000
forest	tropical	30.000000
rain	sun	30.000000
belly	dance	30.000000
man	sexy	30.000000
colorful	outfit	30.000000
reptiles	rodents	30.000000
burger	salad	30.000000
fruit	sweet	30.000000
flamingo	mallard	30.000000
garage	kitchen	30.000000
roof	stairs	30.000000
club	hockey	30.000000
